Feature,key1,key2
RBD_user,podspec_volumes_rbd_user,deploymentspec_template_spec_volumes_rbd_user
scaleIO,podspec_volumes_scaleIO,deploymentspec_template_spec_volumes_scaleIO
SCALEIO_gateway,podspec_volumes_scaleIO_gateway,deploymentspec_template_spec_volumes_scaleIO_gateway
SCALEIO_volumeName,podspec_volumes_scaleIO_volumeName,deploymentspec_template_spec_volumes_scaleIO_volumeName
SCALEIO_system,podspec_volumes_scaleIO_system,deploymentspec_template_spec_volumes_scaleIO_system
SCALEIO_protectionDomain,podspec_volumes_scaleIO_protectionDomain,deploymentspec_template_spec_volumes_scaleIO_protectionDomain
SCALEIO_fsType,podspec_volumes_scaleIO_fsType,deploymentspec_template_spec_volumes_scaleIO_fsType
SCALEIO_readOnly,podspec_volumes_scaleIO_readOnly,deploymentspec_template_spec_volumes_scaleIO_readOnly
SCALEIO_secretRef,podspec_volumes_scaleIO_secretRef,deploymentspec_template_spec_volumes_scaleIO_secretRef
SCALEIO_SECRETREF_name,podspec_volumes_scaleIO_secretRef_name,deploymentspec_template_spec_volumes_scaleIO_secretRef_name
SCALEIO_sslEnabled,podspec_volumes_scaleIO_sslEnabled,deploymentspec_template_spec_volumes_scaleIO_sslEnabled
SCALEIO_storageMode,podspec_volumes_scaleIO_storageMode,deploymentspec_template_spec_volumes_scaleIO_storageMode
SCALEIO_STORAGEMODE_thickProvisioned,podspec_volumes_scaleIO_storageMode_thickProvisioned,deploymentspec_template_spec_volumes_scaleIO_storageMode_thickProvisioned
SCALEIO_STORAGEMODE_thinProvisioned,podspec_volumes_scaleIO_storageMode_thinProvisioned,deploymentspec_template_spec_volumes_scaleIO_storageMode_thinProvisioned
storageos,podspec_volumes_storageos,deploymentspec_template_spec_volumes_storageos
STORAGEOS_volumeName,podspec_volumes_storageos_volumeName,deploymentspec_template_spec_volumes_storageos_volumeName
STORAGEOS_fsType,podspec_volumes_storageos_fsType,deploymentspec_template_spec_volumes_storageos_fsType
STORAGEOS_readOnly,podspec_volumes_storageos_readOnly,deploymentspec_template_spec_volumes_storageos_readOnly
STORAGEOS_secretRef,podspec_volumes_storageos_secretRef,deploymentspec_template_spec_volumes_storageos_secretRef
STORAGEOS_SECRETREF_name,podspec_volumes_storageos_secretRef_name,deploymentspec_template_spec_volumes_storageos_secretRef_name
ServiceSpec,servicespec,-
SERVICESPEC_allocateLoadBalancerNodePorts,servicespec_allocateLoadBalancerNodePorts,-
SERVICESPEC_clusterIP,servicespec_clusterIP,-
CLUSTERIP_emptyString,-,-
CLUSTERIP_none,-,-
CLUSTERIP_IP,-,-
SERVICESPEC_clusterIPs,servicespec_clusterIPs,-
CLUSTERIPS_emptyString,-,-
CLUSTERIPS_none,-,-
CLUSTERIPS_IPs,-,-
SERVICESPEC_externalIPs,servicespec_externalIPs,-
SERVICESPEC_EXTERNALIPS_ip,-,-
SERVICESPEC_externalName,servicespec_externalName,-
SERVICESPEC_externalTrafficPolicy,servicespec_externalTrafficPolicy,-
EXTERNALTRAFFICPOLICY_Local,-,-
EXTERNALTRAFFICPOLICY_Cluster,-,-
SERVICESPEC_healthCheckNodePort,servicespec_healthCheckNodePort,-
SERVICESPEC_internalTrafficPolicy,servicespec_internalTrafficPolicy,-
INTERNALTRAFFICPOLICY_Local,-,-
INTERNALTRAFFICPOLICY_Cluster,-,-
SERVICESPEC_ipFamilies,servicespec_ipFamilies,-
IPFAMILIES_IPv4,servicespec_ipFamilies_IPv4,-
IPFAMILIES_IPv6,servicespec_ipFamilies_IPv6,-
SERVICESPEC_ipFamilyPolicy,servicespec_ipFamilyPolicy,-
SingleStack,-,-
PreferDualStack,-,-
RequireDualStack,-,-
SERVICESPEC_loadBalancerClass,servicespec_loadBalancerClass,-
SERVICESPEC_Ports,servicespec_ports,-
SERVICESPEC_PORTS_port,servicespec_ports_port,-
SERVICESPEC_PORTS_name,servicespec_ports_name,-
SERVICESPEC_PORTS_protocol,servicespec_ports_protocol,-
PORTS_PROTOCOL_tcp,-,-
PORTS_PROTOCOL_udp,-,-
PORTS_PROTOCOL_sctp,-,-
SERVICESPEC_PORTS_nodePort,servicespec_ports_nodePort,-
SERVICESPEC_PORTS_targetPort,servicespec_ports_targetPort,-
SERVICESPEC_PORTS_appProtocol,servicespec_ports_appProtocol,-
SERVICESPEC_publishNotReadyAddresses,servicespec_publishNotReadyAddresses,-
SERVICESPEC_Selector,servicespec_selector,-
SELECTOR_key,-,-
SELECTOR_value,-,-
SERVICESPEC_sessionAffinity,servicespec_sessionAffinity,-
SESSIONAFFINITY_clientIP,-,-
SESSIONAFFINITY_none,-,-
SERVICESPEC_sessionAffinityConfig,servicespec_sessionAffinityConfig,-
CLIENTIP_timeoutSeconds,servicespec_sessionAffinityConfig_timeoutSeconds,-
SERVICESPEC_trafficDistribution,servicespec_trafficDistribution,-
SERVICESPEC_Type,servicespec_type,-
TYPE_ExternalName,-,-
TYPE_ClusterIP,-,-
TYPE_NodePort,-,-
TYPE_LoadBalancer,-,-
CustomResourceDefinitionSpec,customresourcedefinitioncspec,-
CUSTOMRESOURCEDEFINITIONSPEC_conversion,customresourcedefinitionspec_conversion,-
CUSTOMRESOURCEDEFINITIONSPEC_group,customresourcedefinitionspec_group, 
CUSTOMRESOURCEDEFINITIONSPEC_names,customresourcedefinitionspec_names,-
CUSTOMRESOURCEDEFINITIONSPEC_scope,customresourcedefinitionspec_scope,-
CUSTOMRESOURCEDEFINITIONSPEC_SCOPE_Cluster,customresourcedefinitionspec_scope_Cluster,-
CUSTOMRESOURCEDEFINITIONSPEC_SCOPE_Namespaced,customresourcedefinitionspec_scope_Namespaced,-
CUSTOMRESOURCEDEFINITIONSPEC_versions,customresourcedefinitionspec_versions,-
VERSIONS_name,customresourcedefinitionspec_versions_name,- 
VERSIONS_served,customresourcedefinitionspec_versions_served,-
VERSIONS_storage,customresourcedefinitionspec_versions_storage,-
VERSIONS_subresources,customresourcedefinitionspec_versions_subresources,-
SUBRESOURCES_status,customresourcedefinitionspec_versions_subresources_status,-
SUBRESOURCES_scale,customresourcedefinitionspec_versions_subresources_scale,-
VERSIONS_schema,customresourcedefinitionspec_versions_schema,-
SCHEMA_openAPIV3Schema,customresourcedefinitionspec_versions_schema_openAPIV3Schema,-
OPENAPIV3SCHEMA_type,customresourcedefinitionspec_versions_schema_openAPIV3Schema_type,- 
OPENAPIV3SCHEMA_properties,customresourcedefinitionspec_versions_schema_openAPIV3Schema_properties, -
OPENAPIV3SCHEMA_description,customresourcedefinitionspec_versions_schema_openAPIV3Schema_description,- 
OPENAPIV3SCHEMA_required,customresourcedefinitionspec_versions_schema_openAPIV3Schema_required,- 
VERSIONS_additionalPrinterColumns,customresourcedefinitionspec_versions_additionalPrinterColumns,-
ADDITIONALPRINTERCOLUMNS_name,customresourcedefinitionspec_versions_additionalPrinterColumns_name,-
ADDITIONALPRINTERCOLUMNS_type,customresourcedefinitionspec_versions_additionalPrinterColumns_type,- 
ADDITIONALPRINTERCOLUMNS_JSONPath,customresourcedefinitionspec_versions_additionalPrinterColumns_JSONPath,-
ADDITIONALPRINTERCOLUMNS_description,customresourcedefinitionspec_versions_additionalPrinterColumns_description,-
ADDITIONALPRINTERCOLUMNS_priority,customresourcedefinitionspec_versions_additionalPrinterColumnsS_priority,-
ADDITIONALPRINTERCOLUMNS_format,customresourcedefinitionspec_versions_additionalPrinterColumns_format,-
immutable,immutable,-
binaryData,binaryData,-
BINARYDATA_binaryFile_name,,-
BINARYDATA_binaryFile_value,-,-
data,data,-
DATA_confSimple,-,-
CONFSIMPLE_key,-,-
CONFSIMPLE_value,-,-
DATA_confFile,-,-
CONFFILE_name,-,-
CONFFILE_value,-,-
subsets,subsets,-
SUBSETS_addresses,subsets_addresses,-
SUBSETS_notReadyAddresses,subsets_notReadyAddresses,-
SUBSETS_ports,subsets_ports,-
ADDRESSES_hostname,subsets_addresses_hostname,-
ADDRESSES_ip,subsets_addresses_ip,-
ADDRESSES_nodename,subsets_addresses_nodename,-
ADDRESSES_targetRef,subsets_addresses_targetRef,-
ADDRESSES_TARGETREF_apiVersion,subsets_addresses_targetRef_apiVersion,-
ADDRESSES_TARGETREF_fieldPath,subsets_addresses_targetRef_fieldPath,-
ADDRESSES_TARGETREF_kind,subsets_addresses_targetRef_kind,-
ADDRESSES_TARGETREF_name,subsets_addresses_targetRef_name,-
ADDRESSES_TARGETREF_namespace,subsets_addresses_targetRef_namespace,-
ADDRESSES_TARGETREF_resourceVersion,subsets_addresses_targetRef_resourceVersion,-
ADDRESSES_TARGETREF_uid,subsets_addresses_targetRef_uid,-
SUBSETS_notReadyAddresses,subsets_notReadyAddresses,-
NOTREADYADDRESSES_hostname,subsets_notReadyAddresses_hostname,-
NOTREADYADDRESSES_ip,subsets_notReadyAddresses_ip,-
NOTREADYADDRESSES_nodename,subsets_notReadyAddresses_nodename,-
NOTREADYADDRESSES_targetRef,subsets_notReadyAddresses_targetRef,-
NOTREADYADDRESSES_TARGETREF_apiVersion,subsets_notReadyAddresses_targetRef_apiVersion,-
NOTREADYADDRESSES_TARGETREF_fieldPath,subsets_notReadyAddresses_targetRef_fieldPath,-
NOTREADYADDRESSES_TARGETREF_kind,subsets_notReadyAddresses_targetRef_kind,-
NOTREADYADDRESSES_TARGETREF_name,subsets_notReadyAddresses_targetRef_name,-
NOTREADYADDRESSES_TARGETREF_namespace,subsets_notReadyAddresses_targetRef_namespace,-
NOTREADYADDRESSES_TARGETREF_resourceVersion,subsets_notReadyAddresses_targetRef_resourceVersion,-
NOTREADYADDRESSES_TARGETREF_uid,subsets_notReadyAddresses_targetRef_uid,-
SUBSETS_PORTS_port,subsets_ports_port,-
SUBSETS_PORTS_name,subsets_ports_name,-
SUBSETS_PORTS_protocol,subsets_ports_protocol,-
SUBSETS_PORTS_UDP,-,-
SUBSETS_PORTS_TCP,-,-
SUBSETS_PORTS_SCTP,-,
rules,rules,-
RULES_apiGroups,rules_apiGroups,-
RULES_APIGROUPS_value,-,-
RULES_resources,rules_resources,-
RULES_RESOURCES_value,-,-
RULES_nonResourceURLs,rules_nonResourceURLs,-
RULES_NONRESOURCEURLS_value,-,-
RULES_resourceNames,rules_resourceNames,-
RULES_RESOURCENAMES_value,-,-
RULES_verbs,rules_verbs,-
RULES_VERBS_value,-,-
type,type,-
stringData,stringData,-
STRINGDATA_key,-,-
STRINGDATA_value,-,-
